16, 400, PA5-F-Debug-SampleReadingsTest.txt 6
  -39.14,    -7.52,   141.62
    6.84,    32.65,    87.99
  -34.40,    47.19,   134.06
   54.36,    17.64,   117.99
   44.02,   -17.25,    71.42
   13.93,    46.46,    66.84
  -15.85,   -21.60,   -80.32
    6.80,    13.37,   -43.74
   14.50,    12.45,  -103.09
    3.87,     2.09,   -60.36
   19.48,    28.31,   -90.54
  -40.47,    25.05,   -82.62
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -19.18,   -29.57,    99.48
   26.61,    10.56,    45.91
  -14.59,    25.13,    91.80
   74.18,    -4.42,    75.79
   63.82,   -39.31,    29.31
   33.75,    24.31,    24.78
  -12.35,   -23.21,   -81.09
   10.50,    11.77,   -44.41
   17.86,    11.23,  -103.93
    7.36,     0.54,   -60.89
   22.83,    26.91,   -91.26
  -37.22,    23.36,   -82.92
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -48.64,   -26.85,   125.19
   -2.83,    13.26,    71.49
  -43.91,    27.86,   117.63
   44.80,    -1.53,   101.64
   34.32,   -36.53,    55.00
    4.29,    27.19,    50.51
  -10.96,   -22.56,   -79.64
   11.86,    12.48,   -43.04
   19.57,    11.53,  -102.45
    8.82,     1.28,   -59.48
   24.54,    27.31,   -89.89
  -35.52,    24.17,   -81.82
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -17.77,   -19.18,   129.23
   27.97,    20.97,    75.44
  -13.16,    35.53,   121.48
   75.55,     6.01,   105.50
   65.30,   -28.97,    58.96
   35.17,    34.67,    54.32
  -14.03,   -24.45,   -81.54
    8.95,    10.88,   -45.30
   16.50,     9.33,  -104.75
    5.79,    -0.67,   -61.76
   21.44,    25.37,   -92.37
  -38.51,    22.27,   -84.22
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -75.09,   -25.01,   101.87
  -29.24,    15.05,    48.14
  -70.34,    29.60,    94.29
   18.43,     0.12,    78.21
    7.98,   -34.77,    31.77
  -22.14,    28.89,    27.06
   -6.51,   -21.31,   -79.13
   15.99,    13.48,   -42.25
   24.14,    12.76,  -101.54
   13.01,     2.34,   -58.70
   28.98,    28.67,   -88.91
  -31.14,    25.58,   -81.43
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -76.06,   -25.30,    94.45
  -30.29,    14.83,    40.93
  -71.35,    29.35,    87.00
   17.22,    -0.08,    70.85
    7.03,   -35.02,    24.31
  -23.17,    28.69,    19.71
   -8.27,   -21.87,   -81.01
   14.88,    13.17,   -44.68
   22.07,    11.88,  -104.15
   11.62,     1.86,   -61.20
   27.29,    27.78,   -91.77
  -32.70,    24.89,   -83.18
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -79.56,   -29.58,    86.09
  -33.73,    10.65,    32.36
  -74.96,    25.28,    78.47
   13.89,    -4.34,    62.55
    3.50,   -39.30,    15.85
  -26.71,    24.39,    11.19
   -9.15,   -22.67,   -79.91
   13.45,    12.55,   -43.75
   21.66,    10.77,  -103.06
   10.46,     1.21,   -60.08
   26.50,    26.84,   -90.69
  -33.61,    23.97,   -82.97
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -66.60,   -65.42,    84.88
  -20.85,   -25.30,    31.34
  -62.04,   -10.77,    77.35
   26.87,   -40.33,    61.25
   16.43,   -75.18,    14.67
  -13.68,   -11.49,    10.13
   -9.27,   -22.99,   -82.46
   12.89,    12.67,   -46.06
   20.93,    11.11,  -105.52
   10.11,     1.21,   -62.62
   25.76,    27.14,   -93.02
  -34.36,    23.40,   -85.26
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -88.46,   -59.05,    90.12
  -42.54,   -18.91,    36.41
  -83.75,    -4.34,    82.52
    4.95,   -33.87,    66.61
   -5.33,   -68.74,    19.88
  -35.50,    -5.10,    15.38
   -8.32,   -23.57,   -82.17
   14.27,    12.04,   -46.10
   21.83,    10.43,  -105.36
   11.23,     0.66,   -62.41
   26.67,    26.56,   -93.03
  -33.36,    23.03,   -84.73
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.77,   -37.75,   122.01
  -17.88,     2.31,    68.30
  -59.10,    17.00,   114.29
   29.62,   -12.57,    98.37
   19.40,   -47.60,    51.76
  -10.72,    16.23,    47.30
  -12.02,   -24.56,   -80.65
   11.09,    10.46,   -44.18
   18.62,     9.37,  -103.78
    7.85,    -0.94,   -60.75
   23.56,    25.09,   -91.23
  -36.36,    22.18,   -82.99
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.32,   -42.97,   155.78
   -9.30,    -2.94,   102.15
  -50.46,    11.71,   148.21
   38.21,   -17.73,   132.20
   27.80,   -52.68,    85.50
   -2.32,    10.93,    80.98
  -15.75,   -22.69,   -79.40
    7.11,    12.50,   -43.10
   14.38,    11.45,  -102.59
    3.95,     1.17,   -59.47
   19.33,    27.45,   -90.17
  -40.65,    23.88,   -81.62
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -40.33,    -8.14,   145.50
    5.70,    31.86,    91.93
  -35.60,    46.50,   137.98
   53.30,    16.96,   121.90
   42.81,   -17.92,    75.42
   12.66,    45.64,    70.72
  -14.94,   -21.74,   -79.98
    8.16,    13.51,   -43.86
   15.33,    12.30,  -103.36
    4.91,     2.03,   -60.39
   20.30,    28.16,   -90.93
  -39.56,    25.01,   -82.32
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -38.55,   -15.38,   175.89
    7.37,    24.79,   122.16
  -33.72,    39.40,   168.35
   55.06,     9.79,   152.37
   44.64,   -25.21,   105.66
   14.41,    38.59,   101.15
  -11.83,   -21.55,   -78.95
   11.12,    13.26,   -42.36
   18.64,    12.29,  -101.68
    8.02,     2.07,   -58.82
   23.66,    28.18,   -89.24
  -36.35,    25.11,   -80.89
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -68.57,   -34.14,   110.87
  -22.71,     5.87,    57.28
  -63.88,    20.64,   103.23
   24.91,    -9.00,    87.22
   14.65,   -43.82,    40.65
  -15.53,    19.78,    36.22
  -13.63,   -24.77,   -81.61
    9.35,    10.31,   -45.30
   16.97,     9.00,  -104.60
    6.28,    -1.01,   -61.80
   22.00,    24.85,   -92.18
  -37.89,    22.05,   -84.21
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -80.76,   -30.95,    85.86
  -34.87,     9.36,    32.24
  -75.98,    23.97,    78.22
   12.81,    -5.56,    62.31
    2.33,   -40.55,    15.80
  -27.62,    23.05,    11.19
