16, 400, PA5-H-Unknown-SampleReadingsTest.txt 6
  -19.46,   -12.84,   136.05
   26.37,    27.26,    82.38
  -14.73,    41.84,   128.37
   73.99,    12.43,   112.37
   63.66,   -22.53,    65.88
   33.44,    41.16,    61.30
  -12.24,   -29.84,   -83.40
    7.84,     7.29,   -47.49
   20.03,     2.84,  -105.94
    6.07,    -4.97,   -63.42
   24.09,    19.29,   -94.20
  -36.50,    16.69,   -90.38
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -92.37,   -48.84,   111.89
  -46.45,    -8.75,    58.15
  -87.62,     6.04,   104.20
    1.21,   -23.65,    88.21
   -9.17,   -58.55,    41.65
  -39.38,     5.12,    37.06
  -10.11,   -29.71,   -82.79
   10.18,     7.62,   -47.19
   21.88,     2.80,  -105.59
    8.17,    -4.73,   -63.12
   25.95,    19.40,   -93.90
  -34.47,    16.55,   -89.73
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
   -4.57,   -29.95,   136.48
   41.27,    10.10,    82.69
    0.13,    24.79,   128.79
   88.87,    -4.83,   112.86
   78.60,   -39.58,    66.13
   48.36,    24.10,    61.67
   -7.84,   -30.82,   -83.42
   12.41,     6.44,   -47.65
   24.35,     1.52,  -106.20
   10.40,    -5.76,   -63.64
   28.54,    18.18,   -94.40
  -31.89,    15.75,   -90.55
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -57.95,   -27.22,   106.09
  -12.08,    12.93,    52.40
  -53.39,    27.53,    98.40
   35.37,    -1.95,    82.55
   24.99,   -36.74,    35.96
   -5.06,    26.92,    31.31
  -14.09,   -28.37,   -80.51
    6.37,     8.55,   -44.58
   18.40,     3.86,  -103.08
    4.42,    -3.75,   -60.49
   22.58,    20.32,   -91.22
  -37.94,    18.05,   -87.55
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -78.75,   -56.13,   121.34
  -32.84,   -16.02,    67.51
  -74.03,    -1.46,   113.69
   14.65,   -30.97,    97.71
    4.35,   -65.71,    50.95
  -25.73,    -2.09,    46.54
   -9.97,   -31.28,   -80.60
   10.73,     5.75,   -44.90
   22.10,     1.08,  -103.49
