16, 150, PA5-B-Debug-SampleReadingsTest.txt 6
  -24.30,   -28.36,   191.06
   21.57,    11.76,   137.39
  -19.59,    26.37,   183.43
   69.17,    -3.17,   167.44
   58.80,   -38.06,   120.84
   28.67,    25.60,   116.27
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -21.29,   -49.04,   125.26
   24.58,    -8.92,    71.59
  -16.58,     5.69,   117.62
   72.18,   -23.84,   101.64
   61.81,   -58.74,    55.04
   31.68,     4.92,    50.46
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -33.20,   -11.83,   162.40
   12.66,    28.29,   108.74
  -28.50,    42.90,   154.77
   60.27,    13.37,   138.78
   49.90,   -21.53,    92.19
   19.77,    42.13,    87.61
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -56.41,   -22.28,   173.59
  -10.54,    17.84,   119.93
  -51.70,    32.45,   165.96
   37.06,     2.92,   149.98
   26.69,   -31.97,   103.38
   -3.44,    31.68,    98.80
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -12.66,   -43.40,   116.90
   33.21,    -3.27,    63.23
   -7.95,    11.34,   109.27
   80.81,   -18.20,    93.28
   70.44,   -53.09,    46.68
   40.31,    10.56,    42.11
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -21.71,   -18.38,   184.92
   24.15,    21.75,   131.26
  -17.01,    36.36,   177.29
   71.76,     6.82,   161.30
   61.38,   -28.07,   114.71
   31.26,    35.59,   110.13
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
  -25.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.65,   -38.70,   156.05
   -0.79,     1.42,   102.39
  -41.95,    16.03,   148.42
   46.82,   -13.50,   132.43
   36.44,   -48.40,    85.84
    6.32,    15.26,    81.26
   -2.16,   -27.32,   -76.78
   19.07,     9.23,   -40.87
   30.23,     4.89,   -99.56
   16.77,    -2.88,   -56.92
   34.72,    21.35,   -87.63
